"HIP","RA","Dec","Mag"
36472,112.575958,-15.849611,8.03
36473,112.576667,-18.432167,8.36
36474,112.577375,-40.989167,6.55
36475,112.578708,41.599,8.13
36476,112.579667,32.707583,9.23
36477,112.588042,-57.446972,8.56
36478,112.590042,-22.476194,10.14
36479,112.592958,29.191556,7.61
36480,112.593208,29.381139,9.32
36481,112.597333,19.814222,7.07
36482,112.600875,-28.332806,8.51
36483,112.601208,25.448639,8.51
36484,112.604292,31.145167,8.17
36485,112.609375,13.865,7.16
36486,112.611875,-20.808,7.37
36487,112.615208,7.71925,7.64
36488,112.616375,58.220583,8.95
36489,112.619167,-50.609028,6.55
36490,112.62025,45.670361,8.95
36491,112.620833,18.962333,8.48
36492,112.621167,2.26225,6.96
36493,112.623208,-45.669722,8.42
36494,112.625833,-61.412972,9
36495,112.628125,-0.630278,8.82
36496,112.628792,-54.399444,5.95
36497,112.633458,13.844472,7.95
36498,112.6395,48.879472,7.27
36499,112.640042,5.254667,6.91
36500,112.642,-34.090611,7.62
36501,112.643,-50.128028,9.73
36502,112.650292,62.349444,9.07
36503,112.651417,4.554333,7.76
36504,112.656583,74.798806,7.79
36505,112.657583,5.814111,8.85
36506,112.662208,20.491611,7.23
36507,112.663708,41.890417,7.21
36508,112.663833,49.939139,7.75
36509,112.665042,27.908833,7.11
36510,112.666042,-52.897306,8.18
36511,112.666542,41.258,8.91
36512,112.666583,-15.994333,7.73
36513,112.6715,24.08675,10.8
36514,112.677542,-30.962278,4.65
36515,112.677417,-37.3395,6.66
36516,112.679,-9.310056,7.76
36517,112.688417,-6.717917,7.99
36518,112.688917,4.358194,8.84
36519,112.691,-1.121222,8.38
36520,112.692583,-28.096972,7.68
36521,112.697792,-9.776889,6.81
36522,112.700042,68.999278,8.89
36523,112.709375,-51.158889,7.48
36524,112.70975,9.602278,8.87
36525,112.710167,59.412944,9.73
36526,112.713083,-5.226472,6.24
36527,112.714125,-74.930056,8.61
36528,112.719583,68.465722,5.63
36529,112.72025,-66.348667,8.76
36530,112.72875,30.573944,8.59
36531,112.731375,61.093139,9.06
36532,112.734917,-24.667167,8.17
36533,112.734708,40.442917,8.55
36534,112.735167,-45.895111,8.57
36535,112.73575,8.552,7.12
36536,112.736667,51.998778,6.79
36537,112.7375,-57.99125,8.9
36538,112.739333,0.155639,7.75
36539,112.744625,-10.107528,6.6
36540,112.745167,-18.93,8.97
36541,112.746292,-2.164889,6.96
36542,112.749417,-48.261556,9.25
36543,112.750333,-82.251611,8.37
36544,112.758458,-34.984194,7.48
36545,112.7645,50.048556,7.69
36546,112.767,-37.228889,11.41
36547,112.768667,82.411556,4.92
36548,112.773708,4.974083,8.29
36549,112.774333,66.819194,7.97
36550,112.778167,48.374472,8.99
36551,112.781958,14.614861,8.94
36552,112.782292,-67.820583,9.05
36553,112.786625,11.203,6.38
36554,112.795917,-56.624472,7.93
36555,112.800375,76.954639,7.31
36556,112.801042,-74.691028,7.55
36557,112.80625,2.170361,7.28
36558,112.806333,-62.972444,11.52
36559,112.806958,-40.038778,9.58
36560,112.807375,23.257167,11.22
36561,112.808333,-46.183778,8.58
36562,112.81125,-7.760056,8.4
36563,112.814458,-5.344806,8.22
36564,112.820375,15.251306,8.51
36565,112.822333,-1.125861,6.57
36566,112.822667,-64.642722,11.39
36567,112.826708,-65.6145,8.42
36568,112.830292,-31.391722,9.6
36569,112.833,-14.965583,6.95
36570,112.836625,-63.42975,8.18
36571,112.838042,-27.411806,9.4
36572,112.838875,-4.678944,7.19
36573,112.839125,22.287889,8.28
36574,112.85,-8.740056,7.4
36575,112.849875,71.236083,9.73
36576,112.850333,-64.372417,7.6
36577,112.850875,-74.290611,7.48
36578,112.851458,66.134833,7.15
36579,112.855667,-12.241139,8.38
36580,112.855917,51.526944,8.92
36581,112.855875,27.622528,8.05
36582,112.857417,-36.153278,6.66
36583,112.867042,-43.024083,8.82
36584,112.869458,52.635694,8.52
36585,112.87375,-23.104722,8.6
36586,112.87575,-19.511333,7.52
36587,112.876833,-8.143583,8.17
36588,112.876375,-34.720944,9.08
36589,112.877333,-13.900944,9.77
36590,112.880167,60.495306,9.14
36591,112.886708,-51.604972,8.7
36592,112.888542,-44.08225,9.39
36593,112.889083,45.112083,8.52
36594,112.895375,-31.047389,9.61
36595,112.9005,62.501889,7
36596,112.907667,-17.173639,10.97
36597,112.908167,42.641444,7.52
36598,112.90825,-26.515028,8.09
36599,112.90875,-17.197556,8.05
36600,112.911708,71.820944,8.28
36601,112.911708,26.462028,9.26
36602,112.912458,15.854667,9.03
36603,112.913292,23.999889,7.64
36604,112.916792,43.069444,9.56
36605,112.919125,-26.901417,8.72
36606,112.922292,10.073639,8.51
36607,112.927792,19.965639,9.63
36608,112.927958,-35.887833,6.61
36609,112.930542,-43.293778,8.87
36610,112.93225,-72.004611,9.16
36611,112.933917,-43.289833,8.18
36612,112.941917,-75.527361,8.69
36613,112.943958,-4.359778,8.71
36614,112.946542,-41.99875,9.08
36615,112.948792,-5.583194,8.84
36616,112.951542,17.086222,5.45
36617,112.954542,-20.149667,11.44
36618,112.955125,1.16525,7.1
36619,112.957375,-29.154611,9.5
36620,112.959667,8.815194,10.92
36621,112.965833,-16.956389,10.57
36622,112.966792,-61.692222,8.78
36623,112.977208,24.5035,8.02
36624,112.981917,38.896111,6.56
36625,112.985458,33.196278,8.91
36626,112.991167,36.219917,10.52
36627,112.989625,36.230444,11.82
36628,112.990875,-35.258972,9.02
36629,112.992458,-5.942639,6.84
36630,112.992792,-22.918639,8.2
36631,112.996875,12.661389,6.51
36632,113.005,35.602944,7.02
36633,113.008,75.3335,8.21
36634,113.009333,61.758083,6.68
36635,113.009583,68.621278,10.84
36636,113.01125,2.725417,6.86
36637,113.012542,17.319861,10.98
36638,113.018167,-79.096222,8.93
36639,113.020708,-55.003111,8.81
36640,113.02425,-8.880917,5.9
36641,113.024792,1.914472,5.24
36642,113.030458,-8.883083,8.59
36643,113.033167,-29.635167,7.74
36644,113.034792,-11.533306,9.07
36645,113.049208,71.363722,7.24
36646,113.049542,-28.734361,9.01
36647,113.053792,27.125333,7.17
36648,113.0545,-27.910361,8.52
36649,113.059458,14.087556,13.64
36650,113.060625,-11.476278,9.28
36651,113.066125,31.102083,8.21
36652,113.06775,-18.517833,7.34
36653,113.070292,-38.174222,8.59
36654,113.085583,-49.848639,8.88
36655,113.0925,-28.135306,9.4
36656,113.09275,58.833194,9.51
36657,113.092833,-35.961194,6.35
36658,113.105167,-78.085972,8.14
36659,113.110083,-0.518361,7.69
36660,113.112458,18.366333,7.91
36661,113.136458,37.759583,10.49
36662,113.139792,-12.876861,9.4
36663,113.143875,21.407833,6.81
36664,113.144,6.489694,10.33
36665,113.148,-2.761528,8.88
36666,113.152708,-21.930417,8.35
36667,113.157125,-24.572833,8.49
36668,113.157958,-27.860611,9.12
36669,113.158583,-20.658111,9.25
36670,113.15875,-16.824833,8.92
36671,113.160042,-47.296389,9.43
36672,113.166542,46.534944,7.63
36673,113.174292,-9.669333,7.56
36674,113.179375,-63.324972,8.36
36675,113.1795,8.318139,10.74
36676,113.18425,1.921083,9.51
36677,113.186833,-9.411,7.41
36678,113.187583,-49.208389,10.05
36679,113.189667,39.048139,8.76
36680,113.190208,46.769417,9.37
36681,113.190958,-49.212028,8.66
36682,113.192333,-53.55525,6.98
36683,113.192708,-20.792056,8.61
36684,113.1955,28.987778,9.38
36685,113.195958,-20.909694,8.45
36686,113.198917,-32.991417,9.2
36687,113.205708,-2.034333,6.82
36688,113.206958,-7.284889,7.99
36689,113.210917,16.345111,7.69
36690,113.211,22.887639,6.54
36691,113.211083,22.884417,8.8
36692,113.217417,-7.943611,8.65
36693,113.218917,5.035861,8.1
36694,113.220833,34.788778,10.57
36695,113.221583,58.525222,9.2
36696,113.229167,53.743056,9.42
36697,113.235458,43.054528,9.01
36698,113.237458,62.608472,7.85
36699,113.238167,-31.460778,8.18
36700,113.239042,-22.286361,8.37
36701,113.244125,66.937861,7.7
36702,113.245667,-55.159667,8.09
36703,113.246167,-6.866,7.28
36704,113.252583,37.029833,7.68
36705,113.256667,-72.587972,9.03
36706,113.257708,-28.325806,8.14
36707,113.258917,-23.934278,7.75
36708,113.260667,22.556194,8.74
36709,113.262083,13.185528,8.93
36710,113.265542,76.920889,10.32
36711,113.265792,70.418667,9.99
36712,113.26675,43.331694,9.59
36713,113.271208,-34.056278,8.52
36714,113.271458,38.171472,10.2
36715,113.272125,78.687139,7.41
36716,113.277333,15.982444,7.89
36717,113.282833,-15.178389,9.28
36718,113.286208,27.433917,9.24
36719,113.286792,-13.420111,7.86
36720,113.290292,33.94625,7.63
36721,113.29075,-24.710778,5.84
36722,113.296875,-11.611722,9.04
36723,113.298667,3.290278,5.59
36724,113.298792,0.854972,8.28
36725,113.302958,26.113806,8.31
36726,113.30375,-40.533,8.68
36727,113.304,-15.453611,8.2
36728,113.304875,-40.058528,6.27
36729,113.3055,-43.086139,6.53
36730,113.306958,0.164306,7.41
36731,113.318208,-22.300917,8.32
36732,113.331458,-19.412361,5.64
36733,113.33275,9.326194,7.65
36734,113.33925,-29.823611,8.72
36735,113.340875,-68.7685,6.6
36736,113.342458,-14.338306,6.21
36737,113.347958,49.739806,11.35
36738,113.350375,-28.710472,8.77
36739,113.352667,15.639139,6.64
36740,113.353458,37.187889,6.4
36741,113.355,-33.399917,7.34
36742,113.358208,37.326806,8.35
36743,113.358667,-4.416972,8.65
36744,113.363042,-77.082917,7.16
36745,113.363833,-50.584278,6.69
36746,113.364583,11.01175,6.8
36747,113.369167,63.707389,9.37
36748,113.372417,-59.1985,7.5
36749,113.381,7.249222,10.01
36750,113.38225,47.802722,11.48
36751,113.38325,30.6285,7.46
36752,113.388167,11.458778,8.76
36753,113.388625,32.62625,8.13
36754,113.389875,-6.226972,7.27
36755,113.390042,18.21325,9.22
36756,113.393,-27.977306,8.42
36757,113.393375,30.858972,8.36
36758,113.394958,39.454111,9.83
36759,113.39575,-40.911667,10.22
36760,113.402083,15.826694,5.27
36761,113.402292,47.702028,10.55
36762,113.40925,-50.123611,10.49
36763,113.41175,-47.973972,9.12
36764,113.424833,70.072528,10.1
36765,113.42725,25.4005,8.85
36766,113.427958,-69.891167,8.56
36767,113.428458,7.423444,7.92
36768,113.437417,44.479361,8.64
36769,113.439917,41.173944,7.79
36770,113.439833,-30.389472,8.03
36771,113.447333,13.408167,7.91
36772,113.449708,-61.909361,8.96
36773,113.449875,-14.523889,4.82
36774,113.454458,-35.961111,8.57
36775,113.459375,-43.113722,6.68
36776,113.460375,-35.814222,8.07
36777,113.460583,-49.750778,8.48
36778,113.462708,-36.338389,5.42
36779,113.464708,51.314194,6.44
36780,113.46825,-28.56775,6.77
36781,113.470333,-46.738139,8.03
36782,113.478875,-35.011778,8.91
36783,113.487583,60.016556,7.9
36784,113.488708,-50.866444,9.6
36785,113.489042,3.651389,8.07
36786,113.492208,-28.655833,9.19
36787,113.492958,-39.905944,6.76
36788,113.495125,-69.641139,11.34
36789,113.501375,21.123833,8.32
36790,113.507208,38.705778,8.95
36791,113.509583,-3.748972,8.55
36792,113.510125,-37.319278,7.81
36793,113.512208,57.258444,7.82
36794,113.512625,-11.047361,9.01
36795,113.513375,-22.296194,4.44
36796,113.52075,10.568111,6.28
36797,113.522417,-33.997583,9.2
36798,113.523292,-45.893417,8.36
36799,113.524833,-53.264889,8.07
36800,113.52575,-41.645667,8.78
36801,113.529875,-60.243528,7.68
36802,113.536167,-50.840639,7.52
36803,113.5385,46.150889,7.11
36804,113.540625,42.087778,7.95
36805,113.545583,74.359611,8.05
36806,113.550542,54.363028,8.63
36807,113.553583,-33.463583,6.11
36808,113.554,-20.137417,6.93
36809,113.555,-16.188083,6.72
36810,113.557,10.824333,7.85
36811,113.561208,71.590167,7.61
36812,113.566208,3.37175,5.83
36813,113.566292,-86.772417,8.6
36814,113.570542,53.588889,8.84
36815,113.577042,29.384583,10.43
36816,113.577167,-55.962278,12.44
36817,113.577792,-23.473667,5.06
36818,113.578583,-45.279694,10.49
36819,113.579125,44.775861,9.65
36820,113.579917,-62.4155,9.4
36821,113.581542,-1.318333,7.54
36822,113.581667,14.753139,8.02
36823,113.581875,-46.760111,8.18
36824,113.596292,-32.323583,9.06
36825,113.596792,-42.073778,7.46
36826,113.60625,14.101139,7.74
36827,113.609208,-6.896583,8.16
36828,113.61075,59.837278,8.27
36829,113.611375,-12.359556,8.09
36830,113.61325,-42.399056,7.3
36831,113.616875,18.818139,9.64
36832,113.616958,-52.968833,7.59
36833,113.616958,-54.065278,7.26
36834,113.616958,62.94175,10.4
36835,113.61775,28.41075,7.7
36836,113.6205,-13.870417,6.71
36837,113.620208,-26.116778,6.64
36838,113.621583,16.954111,7.78
36839,113.627333,44.925528,7.87
36840,113.630458,-63.493972,8.83
36841,113.631625,28.686583,6.66
36842,113.632792,46.892778,8.64
36843,113.633333,12.304722,7.3
36844,113.639167,-9.860194,8.22
36845,113.640833,-70.382056,8.06
36846,113.64175,28.733306,8.56
36847,113.643125,-21.3065,7.48
36848,113.645125,-27.012444,5.78
36849,113.64625,16.901833,8.94
36850,113.65,31.888639,1.58
36851,113.651,48.191417,7.27
36852,113.657667,0.174389,8.44
36853,113.6625,22.337861,11.53
36854,113.662667,-52.810028,7.98
36855,113.663458,51.545944,8.34
36856,113.664917,-51.474528,6.29
36857,113.666,-38.824111,9.08
36858,113.665958,80.896694,6.54
36859,113.668875,28.502222,7.45
36860,113.675708,-53.919306,8.53
36861,113.6765,-61.082833,8.35
36862,113.679167,-58.657,8.95
36863,113.68225,-44.692056,6.77
36864,113.685042,22.953167,8.13
36865,113.685083,-11.126611,9.1
36866,113.685167,-66.644056,8.79
36867,113.689167,2.421139,7.39
36868,113.69,-22.781583,7.88
36869,113.692583,2.7255,6.55
36870,113.6985,-29.41,7.66
36871,113.704167,63.171389,7.79
36872,113.705458,-55.773667,8.15
36873,113.706625,40.876778,7.9
36874,113.709708,24.955333,7.37
36875,113.712833,-44.296139,6.81
36876,113.717333,43.472389,8.59
36877,113.717292,-40.727806,10.17
36878,113.719625,-10.384972,11.14
36879,113.721542,3.342944,7.25
36880,113.723625,-5.424778,8.66
36881,113.728375,-17.114306,8.91
36882,113.739333,3.276528,6.56
36883,113.747167,24.2655,7.65
36884,113.747917,4.439528,6.82
36885,113.748875,-55.085917,9
36886,113.749667,1.593861,9.42
36887,113.756167,23.9315,7.97
36888,113.762458,6.194389,7.78
36889,113.762958,5.296833,7.21
36890,113.764458,-28.498083,7.82
36891,113.77,-63.039694,8.76
36892,113.777792,-26.119472,7.95
36893,113.780875,48.68075,6.97
36894,113.782333,20.318306,8.33
36895,113.78575,-55.835056,8.37
36896,113.78675,30.960917,5.34
36897,113.79,-31.502361,8.57
36898,113.797167,23.045889,7.26
36899,113.797958,52.813222,11.06
36900,113.798958,10.118694,8.26
36901,113.801167,-17.548556,7.29
36902,113.808125,-18.799222,10.41
36903,113.812083,17.354556,8.96
36904,113.8135,35.0595,8.96
36905,113.817,-57.580889,8.84
36906,113.817208,40.506389,7.68
36907,113.819667,25.565389,9.18
36908,113.819875,-46.577667,7.62
36909,113.821667,0.545778,7.83
36910,113.832792,-16.401833,8.67
36911,113.836542,8.516056,7.99
36912,113.838125,26.602306,8.17
36913,113.840125,-17.927472,8.33
36914,113.84025,-74.275,6.33
36915,113.841625,54.849694,11.36
36916,113.843292,56.413111,9.06
36917,113.845583,-28.369278,4.65
36918,113.848167,-15.3825,6.96
36919,113.849917,28.627639,7
36920,113.851292,41.466111,8.93
36921,113.851958,17.383194,7.88
36922,113.855167,7.579972,6.66
36923,113.855917,-51.984056,10.01
36924,113.858708,-41.953389,8.81
36925,113.860625,19.838139,9.11
36926,113.860708,-37.420389,8.15
36927,113.862292,-52.443167,8.78
36928,113.865417,-49.831167,8.35
36929,113.873375,-25.394556,8.06
36930,113.8785,60.641694,8.53
36931,113.883458,2.527361,8.61
36932,113.885708,-26.153806,7.74
36933,113.888292,3.987583,7.42
36934,113.889958,-26.628694,6.62
36935,113.890333,52.206889,8.33
36936,113.891083,35.953056,10.31
36937,113.897417,-27.316944,8.36
36938,113.899375,-41.475444,9.18
36939,113.901375,-13.823583,8.35
36940,113.905083,-36.162972,7.85
36941,113.908625,-75.544222,7.32
36942,113.915417,-52.533806,4.93
36943,113.917833,-70.523639,7.16
36944,113.92275,-25.340583,8.65
36945,113.923042,67.452778,8.84
36946,113.936667,-30.059083,8.6
36947,113.946833,3.649528,8.06
36948,113.947917,-32.204083,8.23
36949,113.947958,-22.877472,10.19
36950,113.948667,-8.346861,8.07
36951,113.94925,-20.048389,11.21
36952,113.951625,32.891944,10.59
36953,113.959542,38.099667,9.09
36954,113.960375,73.275139,8.51
36955,113.960917,-33.392556,7.23
36956,113.965333,75.107611,9.28
36957,113.97025,-47.155667,7.09
36958,113.970292,56.130833,10.82
36959,113.973458,-37.077889,8.04
36960,113.975667,59.529111,8.26
36961,113.976542,-23.548694,6.78
36962,113.980708,26.896,4.06
36963,113.9815,-37.44575,7.25
36964,113.983583,-32.841083,8.94
36965,113.983333,43.031083,6.37
36966,113.987333,-18.846417,7.7
36967,113.987333,-14.710833,7.94
36968,113.988375,58.906083,10.93
36969,113.990833,-3.368306,7.87
36970,113.996958,9.503,9.52
36971,113.998417,-34.424389,9.16
36972,113.998958,-25.511861,8.8
36973,113.999542,-9.312528,7.73
36974,113.999167,34.328111,8.91
36975,114.000833,48.997222,8.47
36976,114.006625,-3.152056,7.16
36977,114.00675,-55.887722,6.39
36978,114.009125,76.833361,7.72
36979,114.01075,-22.293611,7.76
36980,114.014458,-57.296028,6.64
36981,114.01625,-14.492778,5.66
36982,114.017458,-77.634139,6.72
36983,114.018583,66.470306,7.23
36984,114.027833,-5.78025,8.37
36985,114.029417,-3.110167,9.87
36986,114.030917,-22.160472,6.4
36987,114.034958,-27.503861,7.08
36988,114.0455,-53.857806,8.91
36989,114.049125,-0.137472,9.1
36990,114.051417,-21.916806,7.97
36991,114.054875,-59.615472,8.77
36992,114.057417,-44.957583,6.9
36993,114.058625,32.836333,8
36994,114.059917,-28.40525,9.12
36995,114.062,-23.838389,7.62
36996,114.062708,-12.175278,9.17
36997,114.063333,-10.267833,8.35
36998,114.064458,-23.843556,10.1
36999,114.067292,56.381194,8.23
37000,114.069458,-8.311306,6.27
37001,114.069458,-17.192056,8.95
37002,114.071125,-67.378306,7.56
37003,114.071083,-30.653361,9.03
37004,114.071917,-40.531194,7.48
37005,114.075083,37.931361,8.48
37006,114.0755,-24.609806,7.9
37007,114.080292,-69.056583,6.88
37008,114.095875,-47.242139,7.89
37009,114.102625,18.181917,7.74
37010,114.101917,-85.435694,8.71
37011,114.104125,19.237111,8.99
37012,114.10525,-61.873889,8.34
37013,114.10875,-54.187194,6.82
37014,114.111875,31.109194,9.27
37015,114.114375,-14.595083,7.03
37016,114.118542,2.867778,7.86
37017,114.125875,-32.212222,10.53
37018,114.128292,-14.665528,8.78
37019,114.128917,16.075972,8.28
37020,114.12925,40.133889,9.38
37021,114.130042,35.423611,8.21
37022,114.131958,2.070194,10.43
37023,114.131917,46.180361,5.66
37024,114.131958,7.350528,7.78
37025,114.132583,-25.332806,6.85
37026,114.134583,-0.098833,9.11
37027,114.135792,8.513417,9.58
37028,114.138458,-58.377361,8.09
37029,114.138833,-39.862056,8.05
37030,114.142375,65.096222,7.18
37031,114.144875,5.862111,5.89
37032,114.149375,-67.613167,7.98
37033,114.148833,50.866722,10.3
37034,114.157,-44.987306,7.2
37035,114.162458,29.781222,8.32
37036,114.171,-19.702361,5.69
37037,114.171917,-14.443611,6.7
37038,114.174583,9.2845,8.35
37039,114.175167,-34.421333,10.16
37040,114.17625,-13.063861,8.78
37041,114.176708,-10.638028,8.24
37042,114.182958,-24.108139,8.09
37043,114.183042,-48.830167,5.69
37044,114.1895,-12.852806,8.46
37045,114.191667,12.865528,7.85
37046,114.196042,55.755167,5.93
37047,114.196542,-14.561611,8
37048,114.19925,6.074694,7.66
37049,114.202083,56.858278,7.61
37050,114.207167,-63.300444,8.28
37051,114.207083,48.711806,9.31
37052,114.211625,-45.431389,7.28
37053,114.216292,12.078778,8.06
37054,114.22625,20.487278,8.3
37055,114.229042,-45.028111,7.92
37056,114.230375,-68.510639,8.01
37057,114.234083,-38.821556,8.85
37058,114.2385,-24.296944,7.46
37059,114.240833,46.788361,9.57
37060,114.240875,-40.192056,7.07
37061,114.242125,57.550111,7.97
37062,114.245833,-13.915528,9.74
37063,114.246083,-54.080528,8.06
37064,114.248667,25.735694,9.6
37065,114.250542,-21.394028,6.69
37066,114.255125,14.889083,8.74
37067,114.261375,21.163556,8.67
37068,114.26175,-52.365861,7.88
37069,114.264625,-26.816306,6.89
37070,114.269792,-27.421694,7.11
37071,114.2705,30.015167,8.8
37072,114.27275,20.157083,6.73
37073,114.273833,63.340194,7.63
37074,114.273875,16.90425,6.94
37075,114.277417,39.772611,8.63
37076,114.285,50.607917,9.08
37077,114.289917,79.648194,10.19
37078,114.291,65.330444,8.38
37079,114.294833,-50.280833,10.49
37080,114.299917,-20.296111,8.22
37081,114.302167,-1.198694,8.11
37082,114.302167,-65.629833,9.08
37083,114.306375,-13.875389,10.97
37084,114.306792,21.373,8.19
37085,114.306958,-51.675889,8.95
37086,114.313375,53.840861,7.35
37087,114.318625,-39.201944,8.91
37088,114.319708,-4.111028,5.14
37089,114.320542,-23.775417,6.34
37090,114.32375,52.206056,8.59
37091,114.324208,40.0255,6.34
37092,114.328542,10.30325,8.36
37093,114.329792,64.643306,7.99
37094,114.333458,-30.792222,7.55
37095,114.337792,29.202194,9
37096,114.342167,-34.968583,4.53
37097,114.346708,-18.465861,8.33
37098,114.348167,-36.417944,7.11
37099,114.355167,-33.507444,9.55
37100,114.355542,-30.801917,9.38
37101,114.357417,-30.888528,9.96
37102,114.357917,38.868194,7.94
37103,114.360458,38.874472,10.47
37104,114.370792,-2.036833,7.21
37105,114.375083,40.05625,9.46
37106,114.376875,44.621083,8.34
37107,114.377083,18.918028,6.85
37108,114.379625,31.613722,7.76
37109,114.383333,-24.596917,9.63
37110,114.383875,-51.421333,7.79
37111,114.385208,60.538611,7
37112,114.386792,-78.365167,8.83
37113,114.388292,-15.681444,8.12
37114,114.390625,-76.294083,10.36
37115,114.392542,-42.889111,9.22
37116,114.393167,-57.21675,7.97
37117,114.402167,-65.917083,7.35
37118,114.402708,-47.623778,9.05
37119,114.411667,-14.440778,6.53
37120,114.416958,-69.542361,10.66
37121,114.417333,22.340167,6.96
37122,114.423333,1.928389,6.89
37123,114.424917,-37.952556,8.98
37124,114.427083,41.918417,9.58
37125,114.428083,45.059333,8.38
37126,114.430042,-7.727222,7.09
37127,114.43675,-35.277194,6.59
37128,114.437625,-38.010583,6.38
37129,114.438292,-7.452972,8.45
37130,114.438292,-9.22375,8.74
37131,114.445083,27.739083,8.05
37132,114.448333,-17.420694,9.32
37133,114.451042,38.878806,7.2
37134,114.454,-2.597,7.84
37135,114.459583,14.340639,6.76
37136,114.462,14.042194,6.79
37137,114.464458,-56.179806,8.91
37138,114.464875,-6.958,6.97
37139,114.472958,-75.420778,9.34
37140,114.4745,48.773917,5.93
37141,114.47675,36.783444,8.33
37142,114.477208,-3.277833,8.82
37143,114.486125,-70.880611,9.29
37144,114.487208,23.836194,8.3
37145,114.489875,-32.131167,6.7
37146,114.502833,-26.626556,8.71
37147,114.503542,12.801472,8.98
37148,114.505792,-43.641472,7.98
37149,114.506458,-8.126222,6.92
37150,114.519667,61.533306,7.37
37151,114.523708,17.075639,8.34
37152,114.523417,-63.946278,8.18
37153,114.530708,38.258889,7.18
37154,114.53375,-28.739028,8.06
37155,114.536292,-16.044361,7.32
37156,114.536458,-65.461806,8.96
37157,114.5385,-36.503667,9.07
37158,114.546083,-31.45325,7.18
37159,114.549458,-10.613083,7.03
37160,114.549833,17.84125,9.25
37161,114.549542,-51.644861,7.76
37162,114.553583,43.573639,9.64
37163,114.557958,42.880222,10.42
37164,114.559083,-67.447806,7.36
37165,114.559833,24.360389,6.37
37166,114.564542,-63.573611,8.41
37167,114.564958,-34.980361,7.85
37168,114.564917,11.117583,8.49
37169,114.567167,-13.850361,8.4
37170,114.568542,47.749083,7.7
37171,114.572333,-27.145917,8.41
37172,114.574875,42.460139,7.93
37173,114.575208,-25.364778,4.69
37174,114.575875,-48.601444,5.68
37175,114.578542,68.453,8.52
37176,114.580542,30.696,8.73
37177,114.583042,34.449361,11.26
37178,114.583542,55.205667,7.95
37179,114.586375,33.186806,6.84
37180,114.589958,24.687778,9.23
37181,114.594083,-27.868806,9.85
37182,114.595625,36.694972,10.16
37183,114.597667,-32.500944,8.51
37184,114.600083,-39.991972,6.61
37185,114.601417,4.044667,8.94
37186,114.602667,-54.116889,7.88
37187,114.603833,-45.546889,8.11
37188,114.605917,-32.760361,8.16
37189,114.605625,-73.172222,8.63
37190,114.60675,-21.825444,8.38
37191,114.609833,25.076056,9.09
37192,114.610792,45.194361,9.2
37193,114.612375,51.875639,8.13
37194,114.613083,28.317222,9.02
37195,114.617375,26.787278,8.57
37196,114.620083,66.235222,6.95
37197,114.626042,33.711472,7.78
37198,114.626917,0.505028,7.09
37199,114.632458,-87.906111,9.59
37200,114.632708,-62.416917,8.55
37201,114.633125,28.309778,9.07
37202,114.635542,-38.781389,6.2
37203,114.636125,22.308167,8.87
37204,114.636833,35.048472,5.58
37205,114.640167,73.595944,7.58
37206,114.645083,-54.63675,7.99
37207,114.646833,-28.499611,9.77
37208,114.648083,-68.270556,8.1
37209,114.655708,-56.229361,6.79
37210,114.655917,23.799278,8.78
37211,114.658125,40.951417,10.71
37212,114.658458,-60.629472,7.64
37213,114.663,-52.504861,8.89
37214,114.664542,21.665944,9.59
37215,114.665458,-26.316694,7.15
37216,114.66725,54.432972,9.92
37217,114.669458,-21.223417,11.68
37218,114.677542,-47.553389,8.9
37219,114.678958,-1.45225,7.46
37220,114.680292,-4.991361,8.01
37221,114.680792,1.779167,10.5
37222,114.681417,-43.594694,8.98
37223,114.682917,-36.496833,5.78
37224,114.685375,-31.731111,8.28
37225,114.688167,-1.471222,11.43
37226,114.690583,-83.636694,9.06
37227,114.694708,-35.802917,8.17
37228,114.695833,-44.829972,7.98
37229,114.707833,-26.803889,3.8
37230,114.706417,-15.083917,8.36
37231,114.711,-79.421417,8.96
37232,114.712375,7.966694,7.13
37233,114.713333,-5.465278,7.58
37234,114.715458,-50.577,7.55
37235,114.719375,42.458222,7.53
37236,114.720167,34.058889,8.39
37237,114.721125,47.073889,8.52
37238,114.721958,-22.948667,10.19
37239,114.722042,-4.794056,8.33
37240,114.723625,-51.082861,8.23
37241,114.724708,-40.805722,8.49
37242,114.730417,16.096472,8.78
37243,114.736583,-0.260417,6.76
37244,114.737375,-20.26975,7.27
37245,114.744125,-52.962028,8.51
37246,114.746208,19.217694,10.84
37247,114.75575,88.463833,9.97
37248,114.751417,-53.273389,6.06
37249,114.752542,0.961278,7.98
37250,114.753458,-41.535611,8.72
37251,114.755625,-29.991806,8.92
37252,114.760708,75.786528,7.76
37253,114.760833,67.050333,8.24
37254,114.763875,16.175694,9.42
37255,114.76425,-66.722028,9.43
37256,114.768292,11.871056,7.2
37257,114.772208,-63.430583,8.08
37258,114.774875,8.926222,7.19
37259,114.775708,43.915667,8.52
37260,114.777792,-5.669917,9.2
37261,114.779625,-18.678417,6.72
37262,114.779917,-32.103528,8.6
37263,114.787958,-9.959306,8.58
37264,114.790417,7.830944,7.96
37265,114.7915,34.584639,4.89
37266,114.792083,35.861917,8.87
37267,114.793542,29.909417,10.92
37268,114.795375,-29.475194,7.97
37269,114.800042,24.222528,6.18
37270,114.801,-25.445361,8.27
37271,114.801958,53.900778,6.66
